RegionID|RegionName|Coordinates
6150395|Amsterdam West, Amsterdam, Netherlands (type 1)|52.43150;4.74198:52.41579;4.86020:52.39883;4.87032:52.38945;4.87138:52.38942;4.86766:52.37147;4.86758:52.37284;4.87530:52.36737;4.87909:52.36505;4.87860:52.36231;4.87286:52.36270;4.87193:52.36175;4.86732:52.35834;4.85478:52.35537;4.85572:52.35507;4.85158:52.35187;4.85147:52.35172;4.82813:52.33135;4.82775:52.32989;4.81155:52.35273;4.76854:52.37939;4.75821:52.39704;4.75863:52.40168;4.72948
6150399|Haarlem (IJmond and South-Kennemerland), Netherlands (type 3) (inactive - duplicate to ID 6052208)|52.42370;4.67077:52.42867;4.65082:52.41135;4.63641:52.41198;4.63154:52.38836;4.62027:52.38960;4.61105:52.38523;4.60797:52.38569;4.60361:52.38381;4.60028:52.37709;4.59901:52.36286;4.60594:52.36146;4.61747:52.36115;4.63591:52.35959;4.63694:52.35442;4.63489:52.34989;4.64001:52.33846;4.64026:52.34064;4.64998:52.35379;4.67688:52.37083;4.67100:52.38585;4.68792:52.39304;4.67357:52.40994;4.67050:52.41369;4.66538
6150637|Princes' Islands, Turkey (type 5)|40.92629;29.04381:40.87920;29.01978:40.81663;29.13674:40.87386;29.17629
6150931|Castlefield, Manchester, England, United Kingdom (type 1)|53.47981;-2.25986:53.47950;-2.25608:53.47843;-2.25027:53.47289;-2.25362:53.47160;-2.25858:53.47560;-2.26327:53.47728;-2.26234:53.47932;-2.26063
6150995|Northern Quarter, Manchester, England, United Kingdom (type 1)|53.48775;-2.24019:53.48314;-2.24357:53.47988;-2.23593:53.48307;-2.22859:53.48576;-2.23387
6151031|Kazimierz, Krakow, Poland (Type 1)|50.04985;19.93478:50.05040;19.93716:50.05095;19.94071:50.05329;19.94305:50.05652;19.94536:50.05830;19.94688:50.05478;19.94728:50.05425;19.95778:50.05242;19.96079:50.05018;19.95451:50.04532;19.94497:50.04510;19.93796
6151145|Nowa Huta, Krakow, Poland (type 1)|50.08973;20.02518:50.08286;20.06393:50.06142;20.05514:50.06989;20.01907
6151152|Podgorze, Krakow, Poland (type 1)|50.04499;19.93829:50.04487;19.93967:50.04521;19.94509:50.05013;19.95469:50.05231;19.96095:50.05274;19.97432:50.05486;19.98066:50.05826;19.98312:50.05980;19.98662:50.05833;19.99402:50.05123;19.99918:50.04522;20.00891:50.04546;20.01596:50.05024;20.01960:50.05159;20.02570:50.04791;20.03218:50.04790;20.04096:50.05207;20.04765:50.05195;20.05337:50.05023;20.06176:50.05095;20.07377:50.05303;20.08713:50.05179;20.09134:50.04874;20.09456:50.04285;20.09494:50.01788;20.07831:50.03015;19.98239:50.02780;19.93637:50.03641;19.94080
6151165|Old Town, Krakow, Poland (type 1)|50.06625;19.93586:50.06628;19.94054:50.06457;19.94500:50.06246;19.94541:50.06052;19.94406:50.05875;19.94126:50.05441;19.94009:50.05416;19.93921:50.05445;19.93830:50.05525;19.93758:50.05546;19.93608:50.05523;19.93491:50.05855;19.93347:50.06223;19.93153:50.06408;19.93338
6151907|Navi Mumbai, India (Type 3)|19.21610;72.99557:19.20759;72.99471:19.20103;72.98827:19.19674;72.98470:19.14923;72.98055:19.08881;72.96794:19.01121;72.97760:18.98377;72.96440:18.94396;72.93171:18.91603;72.95609:18.92675;72.99522:18.91571;73.05187:18.97627;73.11213:18.98129;73.10646:18.98528;73.10474:18.98641;73.09934:18.99311;73.09603:18.99684;73.09826:19.00508;73.09989:19.01453;73.10500:19.01769;73.10639:19.01769;73.14629:19.06569;73.14972:19.10495;73.12878:19.15603;73.07007:19.17857;73.03951:19.19705;73.03333:19.19884;73.02801:19.22000;73.01500:19.22003;73.00425
6151908|Thane, India (type 3)|19.21795;72.93313:19.18469;72.94016:19.17369;72.96320:19.17494;72.98330:19.19740;72.98540:19.20741;72.99465:19.21569;72.99582:19.21982;73.00507:19.25711;72.99820:19.27958;72.99061:19.29903;72.96270:19.28855;72.94928:19.28989;72.94258:19.28927;72.91856:19.28305;72.91330:19.31614;72.86324:19.31770;72.84383:19.26445;72.84272:19.27230;72.85173:19.24563;72.90339
6152061|Arpora, India (type 3)|15.57049;73.75591:15.56673;73.75652:15.56642;73.75805:15.56489;73.75843:15.56171;73.76007:15.55909;73.75994:15.55895;73.76125:15.55811;73.76200:15.55784;73.77062:15.55488;73.76972:15.55769;73.77746:15.54989;73.78356:15.56279;73.78418:15.57075;73.77718:15.57892;73.77568:15.57801;73.76297:15.57407;73.75658
6152062|Marathahalli, Bengaluru, India (type 6)|13.00084;77.67518:12.98344;77.68806:12.96747;77.69789:12.95701;77.69879:12.94802;77.69510:12.93493;77.68063:12.92815;77.65871:12.91518;77.66304:12.92317;77.69132:12.93723;77.70209:12.95668;77.70407:12.96809;77.70484:12.98336;77.69763:13.00334;77.68578
6152210|Bukit Bintang, Kuala Lumpur, Malaysia (type 1)|3.14746;101.69776:3.14602;101.70014:3.14470;101.70420:3.14277;101.70683:3.14215;101.70775:3.14218;101.70796:3.14033;101.70958:3.13973;101.71478:3.14038;101.71573:3.14339;101.71232:3.14552;101.71495:3.14816;101.71681:3.15014;101.71366:3.15108;101.70883:3.15007;101.70298:3.14858;101.69918
6152216|Pudu, Kuala Lumpur, Malaysia (type 1)|3.13615;101.70331:3.13246;101.70507:3.12597;101.71464:3.13092;101.71803:3.13925;101.72010:3.14036;101.71592:3.13969;101.71480:3.14028;101.70955:3.14211;101.70794:3.14039;101.70542
6153141|Marine Drive - Nariman Point, Mumbai, India (type 6)|18.94621;72.81603:18.94810;72.82146:18.94424;72.82403:18.93891;72.82575:18.93322;72.82631:18.93177;72.82620:18.93158;72.82885:18.92632;72.82893:18.92265;72.82863:18.92033;72.82301:18.92545;72.81369:18.93728;72.81376
6153145|Grant Road - Mumbai Central, Mumbai, India (type 6)|18.97371;72.80768:18.97371;72.81262:18.97842;72.82142:18.97683;72.82691:18.96823;72.82399:18.96328;72.82236:18.96099;72.82217:18.96119;72.81223:18.96287;72.80661:18.96383;72.80444:18.96923;72.80507
6154440|Piau Engaly, Aragnouet, France (type 1)|42.78999;0.13600:42.79941;0.15908:42.79350;0.18418:42.77723;0.18288:42.77198;0.14040:42.78059;0.12905
6154467|Vulcano Island, Italy (type 3)|38.43381;14.92975:38.43382;15.00742:38.36230;15.00740:38.36235;14.92958
6154469|Lipari Island, Italy (type 3)|38.53747;14.89616:38.43798;14.89371:38.43721;14.99428:38.53677;14.99603
6154470|Panarea Island, Italy (type 3)|38.64960;15.05283:38.64960;15.08026:38.62182;15.08025:38.62183;15.05284
6154471|Stromboli Island, Italy (type 3)|38.81603;15.17758:38.81603;15.25273:38.76664;15.25253:38.76664;15.17760
6154695|El Calafate, Argentina (type 3)|-50.44132;-72.54329:-50.42789;-72.30075:-50.34532;-72.03121:-50.25864;-72.03222:-50.29926;-72.54513
6154696|Perito Moreno, Argentina (type 3)|-50.52772;-73.09291:-50.56165;-72.88521:-50.49337;-72.65413:-50.46541;-72.60864:-50.39597;-72.71306:-50.42170;-73.09213
6154697|Byron Bay Hinterland, New South Wales, Australia (type 5)|-28.73444;153.38485:-28.75141;153.44879:-28.73425;153.54252:-28.69591;153.54941:-28.65594;153.53536:-28.60291;153.52638:-28.62642;153.37586
6154856|Old Mahabalipuram Road, Chennai, India (type 5)|12.95550;80.22564:12.92677;80.22157:12.90376;80.21230:12.86946;80.21461:12.81440;80.21444:12.77866;80.19573:12.77500;80.23500:12.80500;80.23900:12.85200;80.23200:12.94900;80.24500
6154857|Guindy, Chennai, India (type 1)|13.02891;80.19764:13.02791;80.20528:13.02636;80.20949:13.02377;80.21129:13.01963;80.21228:13.01714;80.21732:13.01606;80.22341:13.01896;80.22794:13.01568;80.23337:13.00849;80.23204:12.99293;80.22453:12.98528;80.22358:12.98708;80.21809:12.98837;80.21152:12.98804;80.20088:12.99628;80.20041:13.00339;80.19337:13.01158;80.19483
6154991|Bozburun, Marmaris, Turkey (type 1)|36.69535;28.04427:36.69133;28.04026:36.67149;28.04939:36.67150;28.06896:36.68427;28.07577
6155029|Claremont, Cape Town, South Africa (type 1)|-33.97446;18.46120:-33.98614;18.45129:-33.99343;18.45535:-33.99108;18.48399:-33.98871;18.48716:-33.98863;18.49102:-33.97626;18.49245:-33.97180;18.47180
6155092|Les Rivieres, Quebec, Quebec, Canada (type 1)|46.79986;-71.25263:46.80808;-71.26908:46.80808;-71.25850:46.81442;-71.24833:46.81585;-71.24141:46.81987;-71.23827:46.82309;-71.24584:46.82755;-71.25563:46.83706;-71.26324:46.87297;-71.29924:46.86551;-71.32350:46.85234;-71.34933:46.83713;-71.34083:46.82696;-71.36232:46.79031;-71.30580:46.79339;-71.29754
6155230|Bruges Woodlands, Belgium (type 5)|51.19281;3.35764:51.15841;3.40735:51.12247;3.37980:51.09904;3.33072:51.05223;3.19600:51.06877;3.15741:51.08463;3.15596:51.09338;3.14303:51.09414;3.09035:51.10418;3.08235:51.10252;3.06737:51.12094;3.05793:51.14330;3.00247:51.11148;2.94706:51.13483;2.92645:51.12637;2.90350:51.13777;2.87418:51.15569;2.92404:51.18451;2.90497:51.19296;2.92636:51.17906;2.94382:51.17956;2.96760:51.15373;3.00485:51.16371;3.04882:51.17460;3.05347:51.18276;3.05111:51.18610;3.04475:51.19175;3.04107:51.20160;3.05741:51.21921;3.04633:51.22894;3.06427:51.23242;3.06125:51.23431;3.06866:51.23591;3.07770:51.23787;3.08256:51.22452;3.09103:51.21754;3.09746:51.21270;3.10492:51.22153;3.13421:51.21735;3.14157:51.18600;3.16261:51.16956;3.20162:51.16881;3.21745:51.17738;3.22983:51.18215;3.24092:51.18641;3.26722:51.17778;3.27318:51.18216;3.28962:51.19722;3.27997:51.20026;3.28787:51.19470;3.29331:51.19727;3.31279:51.19387;3.31822
6155236|Damme, Belgium (type 3)|51.22682;3.29133:51.22436;3.28457:51.22739;3.28504:51.22658;3.27850:51.22905;3.27406:51.23167;3.27462:51.24032;3.26627:51.24711;3.25472:51.24866;3.25469:51.24875;3.25239:51.24808;3.24839:51.25100;3.24636:51.28544;3.27325:51.29591;3.26194:51.29817;3.26522:51.30086;3.27579:51.30244;3.28511:51.30523;3.29130:51.30228;3.29386:51.30172;3.29883:51.30159;3.31106:51.30337;3.31697:51.30268;3.31945:51.30337;3.32368:51.30474;3.32512:51.30578;3.32771:51.30807;3.33094:51.30733;3.33416:51.30586;3.33436:51.30511;3.33184:51.30384;3.33241:51.30463;3.33609:51.30155;3.33619:51.30013;3.33895:51.30048;3.34159:51.29951;3.34344:51.30145;3.34984:51.30267;3.34953:51.30441;3.35516:51.30467;3.36154:51.30339;3.36261:51.30544;3.37154:51.30230;3.37643:51.30002;3.37125:51.29954;3.36669:51.29842;3.36569:51.29618;3.36616:51.29131;3.37069:51.28792;3.37990:51.28624;3.38068:51.28464;3.38006:51.28189;3.38165:51.28005;3.37915:51.28010;3.37668:51.27907;3.37518:51.27718;3.37565:51.27491;3.37821:51.27461;3.38049:51.27387;3.38134:51.27281;3.38006:51.27179;3.38193:51.27096;3.38168:51.27043;3.38461:51.26692;3.38371:51.24538;3.39844:51.23713;3.39924:51.22726;3.36658:51.22104;3.37099:51.22120;3.37666:51.21721;3.37792:51.21715;3.37891:51.21490;3.37936:51.21433;3.37855:51.20988;3.38116:51.20701;3.38413:51.20576;3.38386:51.20520;3.38269:51.20380;3.38286:51.20296;3.38466:51.19946;3.38133:51.19761;3.37710:51.19653;3.37737:51.19715;3.37333:51.19616;3.36460:51.19329;3.36595:51.19165;3.35975:51.19338;3.35843:51.19407;3.31870:51.19669;3.31461:51.19753;3.30985:51.19748;3.30544:51.19556;3.29807:51.19483;3.29870:51.19319;3.29403:51.19454;3.29385:51.20061;3.28874:51.20174;3.29006:51.20475;3.30048:51.20903;3.30528:51.21772;3.30983:51.22196;3.31023
6155238|Knokke-Heist, Belgium (type 3)|51.34840;3.37390:51.35417;3.37310:51.35886;3.37477:51.37921;3.36017:51.36093;3.24236:51.36543;3.20045:51.33079;3.22364:51.29596;3.26185:51.29826;3.26496:51.30092;3.27564:51.30252;3.28507:51.30531;3.29136:51.30228;3.29391:51.30176;3.29881:51.30165;3.31101:51.30340;3.31696:51.30275;3.31945:51.30341;3.32363:51.30479;3.32506:51.30579;3.32757:51.30814;3.33090:51.30736;3.33424:51.30583;3.33442:51.30509;3.33198:51.30389;3.33251:51.30468;3.33615:51.30159;3.33627:51.30019;3.33893:51.30054;3.34163:51.29957;3.34348:51.30147;3.34973:51.30271;3.34943:51.30445;3.35515:51.30471;3.36158:51.30344;3.36266:51.30554;3.37149:51.31539;3.35741:51.33431;3.38496:51.34152;3.38300
6155239|Blankenberge, Belgium (type 3)|51.33071;3.15322:51.31860;3.10665:51.31006;3.11218:51.30753;3.11467:51.30653;3.11526:51.30492;3.11439:51.30199;3.11448:51.30021;3.11050:51.29948;3.10708:51.29722;3.10676:51.29654;3.10758:51.29375;3.10583:51.29342;3.10610:51.29261;3.10446:51.29201;3.10409:51.29104;3.10471:51.28993;3.10556:51.28524;3.10582:51.28540;3.10762:51.28492;3.10793:51.28582;3.10988:51.28446;3.11137:51.28273;3.10849:51.28141;3.11111:51.28170;3.11209:51.27942;3.11214:51.27962;3.11337:51.27695;3.11425:51.27677;3.12514:51.27835;3.12802:51.27835;3.13178:51.27969;3.13491:51.28078;3.13362:51.28187;3.13926:51.28207;3.14572:51.28146;3.14695:51.28320;3.15347:51.28069;3.15341:51.28105;3.15568:51.28487;3.15583:51.28587;3.15748:51.28913;3.15841:51.29071;3.16935:51.29301;3.16869:51.29455;3.16668:51.29581;3.16611:51.29988;3.17352:51.30442;3.17297:51.30626;3.17339:51.30958;3.17163:51.31058;3.17154:51.31189;3.17327:51.31237;3.17229:51.31594;3.17381:51.31815;3.17693:51.32252;3.17204:51.31945;3.15622
6155240|De Haan, Belgium (type 3)|51.26417;2.98284:51.29949;3.05605:51.28885;3.06729:51.28763;3.06406:51.28549;3.06168:51.28412;3.06301:51.28544;3.06515:51.28520;3.06574:51.28584;3.06809:51.28482;3.06859:51.28380;3.06824:51.28303;3.07441:51.28652;3.07271:51.28656;3.07714:51.28005;3.08020:51.28004;3.08091:51.27827;3.08158:51.27652;3.08135:51.27349;3.08440:51.27308;3.08297:51.27204;3.08373:51.27104;3.08338:51.26973;3.08434:51.27006;3.08667:51.26934;3.08705:51.26720;3.08691:51.26503;3.08728:51.26209;3.08540:51.26043;3.08675:51.25556;3.08434:51.25117;3.08846:51.24902;3.08364:51.24809;3.08449:51.24533;3.07956:51.24428;3.08023:51.24317;3.07885:51.24017;3.08123:51.23768;3.08169:51.23599;3.07774:51.23437;3.06687:51.23221;3.06071:51.23156;3.06094:51.23093;3.06258:51.22948;3.06370:51.22863;3.06314:51.22708;3.06095:51.22672;3.05806:51.22480;3.05552:51.22390;3.05646:51.22268;3.05620:51.22235;3.05325:51.22119;3.05120:51.22061;3.05197:51.21981;3.05105:51.21949;3.04599:51.22087;3.04152:51.22093;3.03656:51.22369;3.03453:51.22481;3.02831:51.22319;3.02614:51.22257;3.02657:51.22270;3.02458:51.22199;3.01477:51.22100;3.01410:51.22104;3.01149:51.22273;3.01005:51.22272;3.00658:51.22424;3.00538:51.22848;2.99951:51.24551;2.99766:51.24582;2.99884:51.24987;2.99731
6155277|Basmanny, Moscow, Russia (type 1)|55.75417;37.66282:55.75078;37.67017:55.75305;37.67307:55.75773;37.67079:55.75928;37.67297:55.75906;37.68057:55.76121;37.68480:55.76760;37.68866:55.76962;37.69195:55.76687;37.69725:55.77565;37.71370:55.78057;37.70725:55.78228;37.69919:55.78213;37.68636:55.77740;37.68000:55.77859;37.67640:55.77335;37.66425:55.77012;37.66317:55.76876;37.64955:55.76867;37.64485:55.76542;37.63768:55.76033;37.63130:55.75773;37.63620:55.75436;37.63706:55.75281;37.64303:55.75313;37.64743:55.75338;37.65120:55.75503;37.65688
6155283|Khamovniki, Moscow, Russia (type 1)|55.72629;37.54349:55.72251;37.54131:55.71563;37.54237:55.71113;37.55070:55.71030;37.56075:55.71266;37.57429:55.71517;37.57996:55.72331;37.58989:55.73019;37.59560:55.73394;37.59884:55.73835;37.60609:55.74285;37.59656:55.74774;37.59549:55.74687;37.58754:55.74641;37.58605:55.74407;37.58760:55.74362;37.58385:55.74518;37.58322:55.74593;37.57491:55.73789;37.56804:55.73499;37.56346:55.72792;37.54688
6155287|Krasnoselsky, Moscow, Russia (type 1)|55.77978;37.64493:55.77989;37.64131:55.77222;37.63745:55.77282;37.63233:55.76668;37.63130:55.76263;37.62834:55.76222;37.63027:55.75950;37.62839:55.76035;37.63125:55.76542;37.63758:55.76873;37.64476:55.76883;37.64951:55.77018;37.66309:55.77333;37.66401:55.77868;37.67637:55.77749;37.67999:55.78215;37.68626:55.78955;37.65052:55.79303;37.64255:55.78824;37.64169
6155388|Presnensky, Moscow, Russia (type 1)|55.75806;37.51532:55.74717;37.52263:55.74483;37.52672:55.74482;37.53345:55.74925;37.54977:55.75350;37.56277:55.75249;37.57371:55.75529;37.57669:55.75538;37.58373:55.75808;37.58451:55.75642;37.58910:55.75674;37.58954:55.75435;37.59907:55.75433;37.60043:55.76286;37.60481:55.77526;37.58321:55.77325;37.57709:55.77592;37.57462:55.77349;37.55168:55.77330;37.54516:55.77089;37.53802:55.76352;37.53209
6155390|Tagansky, Moscow, Russia (type 1)|55.73086;37.65071:55.72647;37.65637:55.72644;37.66320:55.73048;37.66071:55.73150;37.66608:55.72569;37.67056:55.72784;37.67946:55.73306;37.68505:55.72906;37.69376:55.73623;37.69887:55.73958;37.69741:55.74806;37.68211:55.75074;37.67015:55.75414;37.66276:55.75500;37.65691:55.75336;37.65133:55.75278;37.64290:55.75428;37.63706:55.75326;37.63323:55.74895;37.63231:55.74640;37.64074
6155424|Yakimanka, Moscow, Russia (type 1)|55.72048;37.59907:55.71854;37.61380:55.71972;37.61799:55.72691;37.61500:55.72727;37.61996:55.72982;37.61959:55.72984;37.62369:55.74597;37.62474:55.74547;37.62164:55.74231;37.61371:55.73907;37.61028:55.73843;37.60618:55.73396;37.59896:55.73020;37.59575
6155618|Tunuyan, Argentina (type 3)|-33.68773;-69.29022:-33.67778;-68.91443:-33.55365;-68.90891:-33.52797;-69.06932:-33.54723;-69.29508
6155764|Eimsbuettel, Hamburg, Germany (type 1)|53.59153;9.92310:53.56872;9.94126:53.56374;9.96071:53.56751;9.97031:53.57252;9.97794:53.58100;9.96272:53.58792;9.95575:53.59443;9.94630
6155766|Hamm, Hamburg, Germany (type 1)|53.55386;10.03397:53.55169;10.02721:53.54925;10.02896:53.55152;10.03898:53.54390;10.04427:53.54438;10.04763:53.53831;10.06833:53.53884;10.07130:53.55957;10.06677:53.56604;10.06239:53.56315;10.05051:53.56261;10.04259:53.56114;10.03850:53.56027;10.03912
6155767|Hammerbrook, Hamburg, Germany (type 1)|53.55286;10.02630:53.54918;10.02897:53.55151;10.03895:53.54386;10.04420:53.54225;10.03452:53.53941;10.02303:53.54200;10.01193:53.54548;10.00543:53.54752;10.00715:53.55043;10.00715:53.54969;10.01253
6155773|Sternschanze, Hamburg, Germany (type 1)|53.56751;9.97033:53.56294;9.95828:53.56101;9.95473:53.55703;9.96407:53.55594;9.97631:53.55907;9.98001:53.56176;9.98806:53.56408;9.98426:53.56439;9.97749
6155787|Mossman, QLD, Australia (type 3)|-16.44043;145.34058:-16.44043;145.42281:-16.52858;145.42281:-16.52858;145.34058
6155805|Ximending, Taipei, Taiwan (type 1)|25.05067;121.50306:25.04906;121.50609:25.04811;121.50984:25.04798;121.51112:25.04753;121.51205:25.04414;121.51192:25.04070;121.51184:25.03814;121.51110:25.03853;121.50721:25.03927;121.50191:25.03963;121.49771:25.04172;121.49628:25.04530;121.49940
6156108|Whale Island, Van Ninh, Vietnam (type 1)|12.66203;109.38547:12.63265;109.39623:12.63942;109.40297:12.65030;109.40821:12.66763;109.40052
6156197|Perfume Bay, Lingshui, China (type 1)|18.57991;110.13532:18.57991;110.16682:18.56083;110.16682:18.56083;110.13532
6156285|Bahnhofsviertel, Frankfurt, Germany (type 1)|50.10946;8.66020:50.11115;8.65604:50.11927;8.66063:50.11459;8.66557:50.11326;8.66944:50.10569;8.67497:50.10070;8.66718:50.10226;8.66533:50.10323;8.66476:50.10506;8.66481:50.10670;8.66529:50.10759;8.66467
6156291|Gutleutviertel, Frankfurt, Germany (type 1)|50.10944;8.66027:50.11135;8.65600:50.10916;8.65481:50.10326;8.64015:50.09390;8.64792:50.10069;8.66715:50.10227;8.66531:50.10324;8.66474:50.10500;8.66479:50.10675;8.66522:50.10759;8.66467
6156642|Howth, Dublin, Ireland (type 1)|53.40410;-6.15614:53.40879;-6.13641:53.40144;-6.11711:53.39085;-6.03815:53.33789;-6.06087:53.38709;-6.20082
6156735|Myeongdong, Seoul, South Korea (type 1)|37.56657;126.98264:37.56537;126.98251:37.56374;126.98217:37.56189;126.98126:37.55831;126.97861:37.55417;126.98092:37.55583;126.98396:37.55678;126.99490:37.56698;126.99255
6156753|La Corniche, Marseille, France (type 1)|43.27979;5.34851:43.28286;5.35702:43.27673;5.36690:43.26470;5.37886:43.25957;5.38003:43.24781;5.37455:43.24652;5.37721:43.24401;5.37055:43.25885;5.37004
6156836|Sandyford, Dublin, Ireland (type 1)|53.27492;-6.26508:53.27827;-6.24386:53.27181;-6.23518:53.27211;-6.22842:53.27152;-6.21573:53.26692;-6.20200:53.25299;-6.17716:53.25973;-6.22159:53.26239;-6.26643
6156839|Dublin City West, Ireland (type 5)|53.41437;-6.42244:53.40372;-6.37412:53.39827;-6.39513:53.38786;-6.40311:53.37989;-6.40642:53.36791;-6.41352:53.36393;-6.40980:53.36143;-6.40459:53.36083;-6.39158:53.36220;-6.38217:53.36210;-6.37438:53.35196;-6.38126:53.33996;-6.35910:53.33746;-6.33340:53.25872;-6.35566:53.26460;-6.50415:53.30530;-6.53723
6157007|Karuizawa, Japan (type 3)|36.38564;138.49005:36.38564;138.64783:36.31323;138.64783:36.31323;138.49005
6157008|Saku, Japan (type 3)|36.27685;138.60008:36.28423;138.52608:36.29675;138.51226:36.29521;138.48240:36.27505;138.42211:36.20813;138.41383:36.20924;138.54704
6157052|Chrissi Akti, Paros, Greece (type 1)|37.01478;25.22554:37.00220;25.23445:37.00787;25.24742:37.01663;25.25491:37.02435;25.24400
6157223|La Digue, Seychelles (type 3)|-4.32973;55.81114:-4.32972;55.85773:-4.38155;55.85596:-4.38156;55.81473
6158183|Gumbet, Bodrum, Turkey (type 1)|37.02152;27.38427:37.02670;27.38842:37.02909;27.39337:37.03176;27.39218:37.03695;27.40061:37.03527;27.40992:37.02699;27.41167:37.01493;27.40113
6158185|Yaliciftlik, Bodrum, Turkey (type 1)|37.01039;27.49867:37.02441;27.54734:37.02575;27.56613:36.98136;27.56656:36.98063;27.50345
6158562|Kinmen Island, Taiwan (type 5)|24.48965;118.26851:24.51152;118.35125:24.53963;118.40652:24.53213;118.44978:24.47934;118.50712:24.39807;118.50094:24.35742;118.32172:24.38056;118.26336:24.41777;118.26817:24.44277;118.28671:24.47621;118.26233
6158564|Nangan, Taiwan (type 3)|26.18348;119.90702:26.17732;119.98049:26.14188;119.97671:26.12708;119.92573:26.14234;119.89483:26.17269;119.89964
6158566|Magong, Taiwan (type 3)|23.59734;119.55854:23.60316;119.58704:23.58696;119.59940:23.58397;119.60979:23.56949;119.61107:23.56532;119.60970:23.56210;119.61699:23.55651;119.62103:23.54880;119.64300:23.49851;119.62875:23.50198;119.56421:23.52622;119.53400:23.54007;119.51237:23.55895;119.53297:23.58476;119.54876
6158673|Checheng, Taiwan (type 3)|22.13836;120.68172:22.06039;120.70026:22.05522;120.70430:22.05702;120.70702:22.05772;120.71035:22.05774;120.71230:22.05399;120.71410:22.05400;120.72450:22.05256;120.73343:22.04849;120.74139:22.05457;120.75090:22.06696;120.75460:22.06751;120.75700:22.07077;120.76241:22.07570;120.76627:22.08914;120.77588:22.09709;120.76833:22.10640;120.76472:22.10713;120.74097:22.12961;120.74060:22.14440;120.72567:22.14480;120.71056:22.14363;120.70608:22.14267;120.70039:22.14098;120.68172
6158674|Kenting National Park, Taiwan (type 5)|22.05351;120.64671:21.96852;120.64430:21.89177;120.68378:21.86915;120.74970:21.87424;120.91244:22.03155;120.94677:22.11522;120.91759:22.10632;120.82283:22.06130;120.81150:22.02948;120.82695:22.02582;120.84618:22.01723;120.84635:22.01595;120.83742:22.01341;120.77785:22.00488;120.71573:22.03059;120.70267:22.04491;120.70730:22.05764;120.70730:22.06226;120.65426
6158675|Liuqiu Island, Taiwan (type 3)|22.37200;120.31700:22.37200;120.40500:22.30100;120.40500:22.30100;120.31700
6158861|Jinqiao, Shanghai, China (type 1)|31.25985;121.54588:31.26455;121.55248:31.26839;121.55720:31.27334;121.56243:31.27784;121.56439:31.28346;121.56542:31.28899;121.56479:31.29483;121.56209:31.30104;121.55940:31.30446;121.55910:31.30490;121.56564:31.30595;121.57225:31.30600;121.58518:31.30595;121.60016:31.30600;121.62548:31.30595;121.63994:31.29867;121.63994:31.28805;121.63990:31.27960;121.63983:31.26645;121.63987:31.23943;121.63979:31.22823;121.63983:31.22587;121.62608:31.22510;121.62359:31.22372;121.62005:31.22343;121.61666:31.22328;121.61106:31.22227;121.60569:31.22018;121.59488:31.21809;121.58829:31.21706;121.58619:31.21480;121.58281:31.21292;121.57549:31.21083;121.57042:31.21594;121.56934:31.22404;121.56728:31.22960;121.56600:31.23452;121.56384:31.23981;121.56163:31.24266;121.55993:31.24582;121.55677:31.25030;121.55163:31.25278;121.54692:31.25521;121.54355:31.25675;121.54164
6158990|Historical Center, Seville, Spain (type 1)|37.40299;-5.98769:37.40389;-5.99678:37.39439;-6.00622:37.38958;-6.00611:37.38651;-6.00235:37.38139;-5.99609:37.37436;-5.99247:37.38103;-5.98848:37.38541;-5.98543:37.38685;-5.98494:37.38980;-5.98388:37.39325;-5.98393:37.39742;-5.98144
6158997|Macarena, Seville, Spain (type 1)|37.41337;-5.98992:37.41354;-5.98328:37.41611;-5.97418:37.40449;-5.96882:37.40297;-5.96903:37.40113;-5.97518:37.39743;-5.98141:37.40301;-5.98768:37.40393;-5.99678
6159001|San Pablo-Santa Justa, Seville, Spain (type 1)|37.38690;-5.94076:37.38741;-5.95914:37.38819;-5.97263:37.39350;-5.98142:37.39324;-5.98390:37.39748;-5.98136:37.40112;-5.97495:37.40293;-5.96896:37.40288;-5.95930:37.40678;-5.95299:37.40785;-5.94906
6159360|Retiro, Buenos Aires, Argentina (type 1)|-34.59831;-58.36985:-34.59105;-58.35755:-34.57727;-58.36143:-34.57837;-58.37550:-34.59146;-58.38290:-34.59906;-58.38252
6159711|Chalong, Phuket, Thailand (type 1)|7.82660;98.32155:7.82483;98.32674:7.82538;98.32791:7.81900;98.34482:7.83099;98.37304:7.83906;98.37347:7.83934;98.37615:7.84357;98.37489:7.84368;98.37278:7.84543;98.37111:7.84764;98.37110:7.84821;98.37059:7.84725;98.36947:7.84776;98.36571:7.85664;98.35903:7.86500;98.34867:7.86786;98.32906
6159773|Natai Beach, Takua Pa, Thailand (type 7)|8.24379;98.27448:8.24511;98.28685:8.33908;98.27711:8.33822;98.25765
6159785|Le Morne, Mauritius (type 3)|-20.47378;57.29976:-20.47378;57.33423:-20.42510;57.33278:-20.42500;57.29976
